Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
461437,5,642329,31536000,254.88000,0,0,0.00000,0.00000,0.00000,0.00000
461437,5,503701,31536000,206.16000,0,0,0.00000,0.00000,0.00000,0.00000
461437,5,571970,31536000,51.26000,0,0,0.00000,0.00000,0.00000,0.00000
461437,5,632961,31536000,168.71000,0,0,0.00000,0.00000,0.00000,0.00000
461437,5,473173,31536000,374.09000,0,0,0.00000,0.00000,0.00000,0.00000
461437,5,620120,31536000,1192.06000,0,0,0.00000,0.00000,0.00000,0.00000
461437,5,621924,31536000,367.98000,0,0,0.00000,0.00000,0.00000,0.00000
611974,1,470528,11252562,1.00000,1,5,-27.19970,-13.87410,20.42380,154.09600
648109,1,470528,26047478,1.00000,5,5,24.44160,155.64600,20.42380,154.09600
470528,0,551765,13757613,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
470528,1,614439,7132708,1.00000,5,4,20.42380,154.09600,4.36380,-167.27400
470528,1,574136,8931612,1.00000,5,4,20.42380,154.09600,-1.60010,-161.63100
470528,1,552044,24824910,1.00000,5,0,20.42380,154.09600,42.19720,-42.26400
470528,0,585654,26280728,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
470528,1,527537,31470135,1.00000,5,2,20.42380,154.09600,-24.33130,87.60460
470528,1,471475,18876276,1.00000,5,3,20.42380,154.09600,-24.87280,-111.61500
470528,1,617353,14363333,1.00000,5,0,20.42380,154.09600,34.37670,-41.11190
552988,5,470528,31536000,13383.20000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,630626,31536000,6350.83000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,567195,31536000,1573.34000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,527449,31536000,36.53000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,459381,31536000,720.92000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,595298,31536000,4973.62000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,466907,31536000,486.48000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,537281,31536000,140.72000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,523927,31536000,1296.61000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,580426,31536000,494.86000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,595581,31536000,878.35000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,616315,31536000,873.29000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,642329,31536000,636.56000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,503701,31536000,583.65000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,571970,31536000,97.67000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,632961,31536000,455.94000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,473173,31536000,2107.35000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,620120,31536000,179.75000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,575030,31536000,3089.66000,0,0,0.00000,0.00000,0.00000,0.00000
470528,5,621924,31536000,276.80000,0,0,0.00000,0.00000,0.00000,0.00000
593045,0,611974,3731769,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
533691,1,611974,3165170,1.00000,0,1,31.09550,-40.35140,-27.19970,-13.87410
614439,0,611974,22638985,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
611974,1,593045,18121352,1.00000,1,5,-27.19970,-13.87410,25.18690,155.57900
611974,1,506586,23098618,1.00000,1,0,-27.19970,-13.87410,33.48240,-34.37230
611974,1,470528,11252562,1.00000,1,5,-27.19970,-13.87410,20.42380,154.09600
611974,0,482596,9534406,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
510031,5,611974,31536000,673.36000,0,0,0.00000,0.00000,0.00000,0.00000
552988,5,611974,31536000,21346.70000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,536346,31536000,544.12000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,520660,31536000,2099.94000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,527449,31536000,94.14000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,459381,31536000,466.21000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,595298,31536000,1815.03000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,466907,31536000,526.53000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,589943,31536000,1256.20000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,537281,31536000,168.86000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,523927,31536000,1683.33000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,580426,31536000,464.31000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,616315,31536000,823.15000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,642329,31536000,1186.23000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,503701,31536000,849.85000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,644226,31536000,1448.41000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,473173,31536000,943.59000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,620120,31536000,1181.55000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,575030,31536000,2840.04000,0,0,0.00000,0.00000,0.00000,0.00000
611974,5,621924,31536000,783.79000,0,0,0.00000,0.00000,0.00000,0.00000
470528,1,527537,31470135,1.00000,5,2,20.42380,154.09600,-24.33130,87.60460
552988,5,527537,31536000,9323.57000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,640784,31536000,125.90000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,503218,31536000,614.38000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,630626,31536000,651.39000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,527449,31536000,331.57000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,459381,31536000,179.49000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,595298,31536000,1138.15000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,466907,31536000,255.10000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,537281,31536000,65.36000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,523927,31536000,1953.49000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,580426,31536000,421.20000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,642329,31536000,112.64000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,503701,31536000,1311.29000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,632961,31536000,341.50000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,473173,31536000,959.99000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,620120,31536000,934.05000,0,0,0.00000,0.00000,0.00000,0.00000
527537,5,575030,31536000,5846.10000,0,0,0.00000,0.00000,0.00000,0.00000
470528,1,614439,7132708,1.00000,5,4,20.42380,154.09600,4.36380,-167.27400
471475,0,614439,9973472,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
614439,1,533691,1172261,1.00000,4,0,4.36380,-167.27400,31.09550,-40.35140
614439,0,611974,22638985,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
510031,5,614439,31536000,983.13000,0,0,0.00000,0.00000,0.00000,0.00000
552988,5,614439,31536000,15866.90000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,640784,31536000,138.43000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,503218,31536000,272.63000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,630626,31536000,2338.64000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,567195,31536000,3201.53000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,527449,31536000,56.82000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,459381,31536000,168.82000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,595298,31536000,1655.46000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,466907,31536000,372.07000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,589943,31536000,86.27000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,577992,31536000,1011.42000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,537281,31536000,634.09000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,523927,31536000,724.14000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,580426,31536000,324.10000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,595581,31536000,2017.79000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,642329,31536000,847.23000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,503701,31536000,1177.61000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,571970,31536000,9.21000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,632961,31536000,69.06000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,473173,31536000,210.12000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,620120,31536000,2958.43000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,575030,31536000,2295.21000,0,0,0.00000,0.00000,0.00000,0.00000
614439,5,621924,31536000,666.32000,0,0,0.00000,0.00000,0.00000,0.00000
533691,0,471475,2520738,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
470528,1,471475,18876276,1.00000,5,3,20.42380,154.09600,-24.87280,-111.61500
471475,0,614439,9973472,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
471475,0,593045,10113305,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
471475,0,648109,10810146,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
510031,5,471475,31536000,544.14000,0,0,0.00000,0.00000,0.00000,0.00000
552988,5,471475,31536000,10371.60000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,503218,31536000,586.46000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,536346,31536000,744.04000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,567195,31536000,381.75000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,527449,31536000,104.05000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,459381,31536000,154.06000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,595298,31536000,822.57000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,466907,31536000,556.55000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,589943,31536000,731.12000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,537281,31536000,1091.52000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,523927,31536000,2397.80000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,595581,31536000,697.75000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,616315,31536000,1744.53000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,503701,31536000,1005.05000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,571970,31536000,151.88000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,644226,31536000,1003.00000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,632961,31536000,154.31000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,473173,31536000,323.75000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,620120,31536000,956.01000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,575030,31536000,1545.63000,0,0,0.00000,0.00000,0.00000,0.00000
471475,5,621924,31536000,843.70000,0,0,0.00000,0.00000,0.00000,0.00000
470528,1,552044,24824910,1.00000,5,0,20.42380,154.09600,42.19720,-42.26400
510031,5,552044,31536000,4801.00000,0,0,0.00000,0.00000,0.00000,0.00000
552988,5,552044,31536000,56547.80000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,536346,31536000,2141.42000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,527449,31536000,709.03000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,459381,31536000,2300.27000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,595298,31536000,9393.96000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,466907,31536000,1822.08000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,589943,31536000,5314.67000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,577992,31536000,521.54000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,523927,31536000,5051.40000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,580426,31536000,775.44000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,595581,31536000,2095.23000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,642329,31536000,1489.53000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,503701,31536000,4189.54000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,571970,31536000,286.28000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,644226,31536000,3436.70000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,632961,31536000,1790.44000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,473173,31536000,2813.79000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,620120,31536000,4102.35000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,575030,31536000,18883.60000,0,0,0.00000,0.00000,0.00000,0.00000
552044,5,621924,31536000,7281.52000,0,0,0.00000,0.00000,0.00000,0.00000
470528,0,551765,13757613,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
510031,5,551765,31536000,91.18000,0,0,0.00000,0.00000,0.00000,0.00000
552988,5,551765,31536000,49881.70000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,630626,31536000,8216.58000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,567195,31536000,4246.23000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,527449,31536000,295.19000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,459381,31536000,705.19000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,595298,31536000,1560.77000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,466907,31536000,791.76000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,589943,31536000,2253.38000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,577992,31536000,970.19000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,580426,31536000,732.32000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,595581,31536000,1279.46000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,616315,31536000,475.81000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,503701,31536000,2881.81000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,571970,31536000,125.33000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,632961,31536000,397.92000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,473173,31536000,1462.09000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,620120,31536000,9105.10000,0,0,0.00000,0.00000,0.00000,0.00000
551765,5,575030,31536000,1247.90000,0,0,0.00000,0.00000,0.00000,0.00000
470528,1,617353,14363333,1.00000,5,0,20.42380,154.09600,34.37670,-41.11190
552988,5,617353,31536000,713653.00000,0,0,0.00000,0.00000,0.00000,0.00000
620120,5,617353,31536000,158443.00000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,536346,31536000,1130.24000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,567195,31536000,66922.40000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,527449,31536000,757.56000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,459381,31536000,4165.92000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,595298,31536000,8062.08000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,466907,31536000,1690.14000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,589943,31536000,11116.40000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,577992,31536000,30518.20000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,537281,31536000,429.36000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,595581,31536000,8047.66000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,616315,31536000,15844.90000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,642329,31536000,7964.81000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,503701,31536000,8818.15000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,644226,31536000,5005.61000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,473173,31536000,14279.60000,0,0,0.00000,0.00000,0.00000,0.00000
617353,5,621924,31536000,99647.00000,0,0,0.00000,0.00000,0.00000,0.00000
470528,0,585654,26280728,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
585654,1,648109,7623362,1.00000,2,5,-26.12550,95.63920,24.44160,155.64600
510031,5,585654,31536000,7224.21000,0,0,0.00000,0.00000,0.00000,0.00000
552988,5,585654,31536000,19242.70000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,536346,31536000,505.32000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,567195,31536000,12093.30000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,527449,31536000,14.15000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,459381,31536000,693.27000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,595298,31536000,4271.97000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,589943,31536000,493.22000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,523927,31536000,688.65000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,580426,31536000,519.29000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,595581,31536000,2157.50000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,616315,31536000,8716.27000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,642329,31536000,2912.55000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,503701,31536000,6944.15000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,644226,31536000,921.46000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,473173,31536000,441.37000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,620120,31536000,47540.30000,0,0,0.00000,0.00000,0.00000,0.00000
585654,5,621924,31536000,28144.10000,0,0,0.00000,0.00000,0.00000,0.00000
585654,1,648109,7623362,1.00000,2,5,-26.12550,95.63920,24.44160,155.64600
471475,0,648109,10810146,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
522487,1,648109,26030881,1.00000,4,5,2.57386,-161.50900,24.44160,155.64600
648109,1,470528,26047478,1.00000,5,5,24.44160,155.64600,20.42380,154.09600
510031,5,648109,31536000,655.27000,0,0,0.00000,0.00000,0.00000,0.00000
552988,5,648109,31536000,26897.60000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,640784,31536000,986.86000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,630626,31536000,3156.33000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,567195,31536000,4626.17000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,527449,31536000,372.52000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,459381,31536000,466.71000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,595298,31536000,4058.18000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,466907,31536000,566.39000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,577992,31536000,1540.52000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,523927,31536000,218.67000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,580426,31536000,492.03000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,595581,31536000,1067.75000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,503701,31536000,2566.27000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,571970,31536000,277.19000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,473173,31536000,1835.12000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,620120,31536000,1194.53000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,575030,31536000,1626.42000,0,0,0.00000,0.00000,0.00000,0.00000
648109,5,621924,31536000,856.53000,0,0,0.00000,0.00000,0.00000,0.00000
522487,1,648109,26030881,1.00000,4,5,2.57386,-161.50900,24.44160,155.64600
510031,5,522487,31536000,18.76000,0,0,0.00000,0.00000,0.00000,0.00000
552988,5,522487,31536000,5596.67000,0,0,0.00000,0.00000,0.00000,0.00000
620120,5,522487,31536000,522.23000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,630626,31536000,2166.91000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,567195,31536000,208.69000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,527449,31536000,147.42000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,459381,31536000,145.31000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,595298,31536000,653.38000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,466907,31536000,133.25000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,606730,31536000,137.29000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,577992,31536000,145.11000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,537281,31536000,41.89000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,523927,31536000,950.16000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,580426,31536000,117.67000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,595581,31536000,756.20000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,616315,31536000,273.14000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,642329,31536000,345.48000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,503701,31536000,1500.92000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,571970,31536000,167.97000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,632961,31536000,101.61000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,473173,31536000,771.80000,0,0,0.00000,0.00000,0.00000,0.00000
522487,5,575030,31536000,2561.49000,0,0,0.00000,0.00000,0.00000,0.00000
611974,0,482596,9534406,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
552988,5,482596,31536000,19736.00000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,536346,31536000,1623.13000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,567195,31536000,831.78000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,527449,31536000,184.48000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,459381,31536000,1806.22000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,595298,31536000,3836.17000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,466907,31536000,1078.64000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,589943,31536000,1883.65000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,577992,31536000,683.16000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,580426,31536000,1022.15000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,595581,31536000,4135.70000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,616315,31536000,4466.19000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,644226,31536000,3643.19000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,473173,31536000,1169.03000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,620120,31536000,2114.87000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,575030,31536000,25165.20000,0,0,0.00000,0.00000,0.00000,0.00000
482596,5,621924,31536000,3343.12000,0,0,0.00000,0.00000,0.00000,0.00000
533691,1,593045,5029205,1.00000,0,5,31.09550,-40.35140,25.18690,155.57900
611974,1,593045,18121352,1.00000,1,5,-27.19970,-13.87410,25.18690,155.57900
471475,0,593045,10113305,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
593045,1,533691,3547803,1.00000,5,0,25.18690,155.57900,31.09550,-40.35140
593045,0,611974,3731769,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
593045,1,533691,4061501,1.00000,5,0,25.18690,155.57900,31.09550,-40.35140
593045,0,533691,4760849,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
593045,0,574136,11356201,1.00000,0,0,0.00000,0.00000,0.00000,0.00000
552988,5,593045,31536000,15573.10000,0,0,0.00000,0.00000,0.00000,0.00000
593045,5,640784,31536000,491.29000,0,0,0.00000,0.00000,0.00000,0.00000
593045,5,536346,31536000,1277.45000,0,0,0.00000,0.00000,0.00000,0.00000
593045,5,520660,31536000,2188.84000,0,0,0.00000,0.00000,0.00000,0.00000
593045,5,567195,31536000,2279.62000,0,0,0.00000,0.00000,0.00000,0.00000
